EventID,Timestamp,Provider,User,Message
5000,2025-04-08 11:17:04.268490,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:17:05.411217,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:17:13.365124,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:17:27.728449,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:17:29.592930,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:17:32.516821,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:17:34.141731,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:17:36.104464,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:17:46.687700,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:17:48.199024,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:17:50.061069,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:17:52.342579,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:17:54.310501,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:17:56.741257,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:17:59.102928,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:18:00.669378,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:18:01.633818,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:18:02.998684,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:18:04.844757,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:18:06.039621,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:18:07.114429,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:18:08.568443,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:18:09.730093,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:18:10.770582,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:18:11.876810,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:18:12.932863,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:18:14.096197,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:18:15.871502,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:18:17.700603,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:18:20.185127,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:18:34.176067,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:18:35.586498,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:18:37.287045,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:18:38.288752,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:18:39.346558,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:18:40.147243,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:18:41.115484,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:18:42.198786,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:18:43.412603,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:18:44.358576,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:18:45.523609,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:18:47.045986,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:18:48.186810,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:18:49.621815,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:18:51.411869,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:18:52.402870,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:18:53.628992,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:18:55.111521,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:18:56.606796,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:18:58.242903,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:19:17.827482,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:19:19.202639,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:19:20.133390,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:19:20.989763,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:19:21.791260,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:19:22.459009,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:19:23.627029,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:19:24.521315,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:19:34.548761,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:19:35.325939,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:19:36.108965,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:19:36.997234,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:19:37.817255,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:19:38.584620,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:19:39.664093,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:19:40.403923,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:19:41.382624,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:19:42.221375,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:19:43.241314,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:19:44.106915,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:19:45.108887,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:19:46.249449,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
5000,2025-04-08 11:19:47.216633,Netwtw06,Unknown,"<string>\Device\NDMP18</string>
<string>Intel(R) Dual Band Wireless-AC 8260</string>"
